epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.347695529460907,0.7241050004959106,1.5673855543136597,0.46390658617019653,0.791274905204773,1.4108483791351318
1,0.4612584710121155,0.7942774891853333,1.3904000520706177,0.4946921467781067,0.8164263963699341,1.3277579545974731
2,0.4978843331336975,0.8155937194824219,1.3287720680236816,0.5117834210395813,0.8231046199798584,1.3023138046264648
3,0.5173119902610779,0.8258416652679443,1.2939428091049194,0.5138004422187805,0.8266849517822266,1.291049599647522
4,0.5278220176696777,0.8335573077201843,1.2701971530914307,0.5193206071853638,0.8282478451728821,1.285831093788147
5,0.5377405881881714,0.8386148810386658,1.2509989738464355,0.5214437246322632,0.8294753432273865,1.2810825109481812
6,0.540015459060669,0.8417167067527771,1.2396425008773804,0.522292971611023,0.8302355408668518,1.2781057357788086
7,0.5469766855239868,0.8457186222076416,1.225998044013977,0.5202760100364685,0.8297832608222961,1.2800793647766113
8,0.5498430132865906,0.8488132357597351,1.2165640592575073,0.5231422781944275,0.8300675749778748,1.2793076038360596
9,0.5535738468170166,0.8498919606208801,1.211576223373413,0.5214437246322632,0.8297028541564941,1.2815558910369873
10,0.5579416751861572,0.8535791635513306,1.2003562450408936,0.5159235596656799,0.8293563723564148,1.2822166681289673
11,0.5632649064064026,0.855059802532196,1.1921824216842651,0.5207006335258484,0.828873872756958,1.2859185934066772
12,0.567450761795044,0.8579604029655457,1.1802266836166382,0.5182590484619141,0.8287603259086609,1.287651538848877
13,0.5734109878540039,0.8601669073104858,1.173210859298706,0.5195329189300537,0.8287471532821655,1.2851557731628418
14,0.5752308964729309,0.8631725907325745,1.161479115486145,0.5169851183891296,0.828271210193634,1.2900444269180298
15,0.5760043859481812,0.8656039237976074,1.1522821187973022,0.5142250657081604,0.826985776424408,1.296897292137146
16,0.5812366604804993,0.867498517036438,1.142472505569458,0.5161358714103699,0.8274183869361877,1.2995727062225342
17,0.5821465849876404,0.8685851097106934,1.1392765045166016,0.5119957327842712,0.8265515565872192,1.298604965209961
18,0.5893808007240295,0.871055543422699,1.1289464235305786,0.5118895769119263,0.8259919285774231,1.306743860244751
19,0.5901087522506714,0.8739054799079895,1.118155837059021,0.5125265121459961,0.8257237672805786,1.3095532655715942
20,0.5964784622192383,0.8753260970115662,1.1115137338638306,0.5106157064437866,0.8246521949768066,1.313240885734558
21,0.5956594944000244,0.8773860931396484,1.1034550666809082,0.5114649534225464,0.8246189951896667,1.3149410486221313
22,0.5992538332939148,0.8779141306877136,1.1012523174285889,0.509341835975647,0.8240200281143188,1.3220292329788208
23,0.5948860049247742,0.8784847855567932,1.0956146717071533,0.5081741213798523,0.8231803774833679,1.3288308382034302
24,0.5977069139480591,0.8792628049850464,1.0953460931777954,0.5055201649665833,0.822969913482666,1.3301752805709839
