epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.4092997908592224,0.7607104778289795,1.4840880632400513,0.4935244023799896,0.8102499842643738,1.3464328050613403
1,0.5150370597839355,0.8284283876419067,1.281685709953308,0.5078556537628174,0.8243257403373718,1.2946717739105225
2,0.5297329425811768,0.8408764600753784,1.2383924722671509,0.5149681568145752,0.8274748921394348,1.284622073173523
3,0.5432913303375244,0.8470028042793274,1.2165974378585815,0.5173035860061646,0.8302761316299438,1.2757376432418823
4,0.5474316477775574,0.8509520888328552,1.2025105953216553,0.5168789625167847,0.8302196860313416,1.2776964902877808
5,0.5506165027618408,0.8534460663795471,1.1929699182510376,0.5223991274833679,0.8313921689987183,1.2727289199829102
6,0.5521634221076965,0.8552475571632385,1.1862211227416992,0.5182590484619141,0.8313432335853577,1.2761783599853516
7,0.5524364113807678,0.8566093444824219,1.1807504892349243,0.5181528925895691,0.8308863639831543,1.2747825384140015
8,0.5550298094749451,0.8581352233886719,1.1751292943954468,0.51571124792099,0.8304007649421692,1.285120964050293
9,0.5553937554359436,0.8592094779014587,1.1708558797836304,0.5195329189300537,0.8313336372375488,1.2766247987747192
10,0.5558032393455505,0.8605496287345886,1.1657286882400513,0.5181528925895691,0.8304486870765686,1.279988408088684
11,0.5571227073669434,0.8613365888595581,1.1622638702392578,0.5162420272827148,0.8304163217544556,1.280691385269165
12,0.5588061213493347,0.8625937104225159,1.1575099229812622,0.5166666507720947,0.8298591375350952,1.2834649085998535
13,0.5629464387893677,0.8634637594223022,1.1540135145187378,0.5151804685592651,0.8277459144592285,1.2854887247085571
14,0.5632649064064026,0.8645196557044983,1.1498812437057495,0.5143312215805054,0.8295692801475525,1.2824186086654663
15,0.5660858154296875,0.865449845790863,1.1457465887069702,0.515605092048645,0.828873872756958,1.286681890487671
16,0.567450761795044,0.8665183186531067,1.1418640613555908,0.5190021395683289,0.8297929763793945,1.2874220609664917
17,0.5695436596870422,0.8675994873046875,1.1373518705368042,0.5115711092948914,0.8288450241088867,1.293419361114502
18,0.5703626275062561,0.8690326809883118,1.1320286989212036,0.5162420272827148,0.8292737603187561,1.2972331047058105
19,0.5729560256004333,0.8700163960456848,1.1279327869415283,0.5153927803039551,0.8277791738510132,1.295255422592163
20,0.5750033855438232,0.8712855577468872,1.1227010488510132,0.5159235596656799,0.8258076906204224,1.3027600049972534
21,0.5775058269500732,0.8722565770149231,1.1186562776565552,0.5151804685592651,0.8283657431602478,1.3017970323562622
22,0.5800082087516785,0.873329222202301,1.1144334077835083,0.515817403793335,0.8268147706985474,1.3030664920806885
23,0.5805996656417847,0.8745843768119812,1.1090508699417114,0.5102972388267517,0.8255909085273743,1.3103054761886597
24,0.5823285579681396,0.875625491142273,1.1050750017166138,0.5126326680183411,0.8264626264572144,1.310365915298462
