epoch,accuracy,loss,val_accuracy,val_loss
0,0.42490559816360474,1.4685511589050293,0.49225053191185,1.3443444967269897
1,0.5120342373847961,1.2995734214782715,0.5134819746017456,1.2976292371749878
2,0.5371035933494568,1.241366982460022,0.518577516078949,1.289032220840454
3,0.551207959651947,1.2026481628417969,0.5196390748023987,1.2852131128311157
4,0.5634014010429382,1.1691982746124268,0.5139065980911255,1.295920968055725
5,0.5735929608345032,1.1411508321762085,0.5099787712097168,1.299871802330017
6,0.5901087522506714,1.104479432106018,0.506263256072998,1.315628170967102
7,0.6014832258224487,1.0765204429626465,0.506263256072998,1.3293609619140625
8,0.6125392317771912,1.050946831703186,0.5038216710090637,1.3458592891693115
9,0.6201829314231873,1.0287798643112183,0.5031847357749939,1.3498131036758423
