epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.47372493147850037,0.8024616241455078,1.3699461221694946,0.53142249584198,0.8392302393913269,1.249673843383789
1,0.5872878432273865,0.8723716735839844,1.1215288639068604,0.5473460555076599,0.8477482199668884,1.2233052253723145
2,0.6307384371757507,0.8981126546859741,1.0059285163879395,0.5453290939331055,0.8450829982757568,1.2407444715499878
3,0.6716411113739014,0.9188477993011475,0.9006145596504211,0.5353503227233887,0.8402161002159119,1.2980642318725586
4,0.7157286405563354,0.93671053647995,0.7954506874084473,0.5237792134284973,0.8321362137794495,1.3839424848556519
5,0.7608626484870911,0.9532189965248108,0.6843408942222595,0.5097664594650269,0.8215583562850952,1.4907063245773315
6,0.8026753067970276,0.9663175344467163,0.579831600189209,0.5055201649665833,0.8149183988571167,1.653355360031128
7,0.8407570719718933,0.9766531586647034,0.4799596965312958,0.4983014762401581,0.8048761487007141,1.823487639427185
8,0.8740615844726562,0.9839515089988708,0.3950307369232178,0.49161359667778015,0.7971777319908142,2.046699285507202
9,0.9015879034996033,0.9892978668212891,0.31979724764823914,0.4814225137233734,0.7887458205223083,2.269667387008667
10,0.9234269261360168,0.9928099513053894,0.25816237926483154,0.48067939281463623,0.7831407189369202,2.5320913791656494
11,0.9384412169456482,0.9950644969940186,0.20931263267993927,0.47632697224617004,0.7739143371582031,2.7705576419830322
12,0.9513171911239624,0.9966099858283997,0.17161321640014648,0.4804670810699463,0.7704638242721558,3.0557072162628174
13,0.9604167342185974,0.9975942373275757,0.14182627201080322,0.47239914536476135,0.7628265619277954,3.299107789993286
14,0.9644205570220947,0.9980392456054688,0.12333426624536514,0.47271761298179626,0.7592269778251648,3.5246899127960205
15,0.9727011919021606,0.9985970854759216,0.10197895765304565,0.46857750415802,0.7517016530036926,3.78471302986145
16,0.9743846654891968,0.9989590644836426,0.08876711130142212,0.4662420451641083,0.7491142153739929,4.031967639923096
17,0.9746576547622681,0.9988649487495422,0.08736661821603775,0.45997875928878784,0.7456192374229431,4.246626377105713
18,0.9796168804168701,0.9990341067314148,0.07516063004732132,0.459447979927063,0.742277204990387,4.414947509765625
19,0.9802083969116211,0.9993232488632202,0.06630495935678482,0.46496814489364624,0.7438874840736389,4.699151039123535
20,0.9813458323478699,0.9993159174919128,0.06224920600652695,0.4654989242553711,0.7387371063232422,4.930227756500244
21,0.9823012948036194,0.9993096590042114,0.059590816497802734,0.4641188979148865,0.7386487722396851,5.025716781616211
22,0.9846217036247253,0.9994845390319824,0.05107210949063301,0.4690021276473999,0.7387317419052124,5.200846195220947
23,0.9854406714439392,0.9994602203369141,0.04807275906205177,0.4615711271762848,0.734090268611908,5.449772357940674
24,0.9873060584068298,0.9994680285453796,0.04655155912041664,0.45530784130096436,0.7311459183692932,5.522411823272705
