epoch,accuracy,loss,val_accuracy,val_loss
0,0.45784613490104675,1.3993792533874512,0.5054140090942383,1.3042089939117432
1,0.537877082824707,1.2294797897338867,0.5173035860061646,1.2790125608444214
2,0.5600345730781555,1.1723352670669556,0.5162420272827148,1.2799023389816284
3,0.5849219560623169,1.118295669555664,0.5131635069847107,1.2897759675979614
4,0.6099003553390503,1.055042028427124,0.5133758187294006,1.3136976957321167
5,0.6397925019264221,0.9845744371414185,0.5025477409362793,1.3568661212921143
6,0.6739159822463989,0.9049112796783447,0.49023354053497314,1.4190154075622559
7,0.7081304788589478,0.8186258673667908,0.48067939281463623,1.4861494302749634
8,0.7501705884933472,0.7221716642379761,0.4725053012371063,1.5936744213104248
9,0.7846125960350037,0.6322886347770691,0.46242037415504456,1.730897068977356
