epoch,accuracy,loss,val_accuracy,val_loss
0,0.4244961142539978,1.4638766050338745,0.49734607338905334,1.3303221464157104
1,0.5120797157287598,1.2945448160171509,0.5139065980911255,1.296493649482727
2,0.5319168567657471,1.2353990077972412,0.5167728066444397,1.2860097885131836
3,0.5539378523826599,1.1926121711730957,0.5204883217811584,1.2836202383041382
4,0.5654943585395813,1.163942575454712,0.5162420272827148,1.2903687953948975
5,0.5793712139129639,1.1303038597106934,0.5175158977508545,1.291399359703064
6,0.5861049294471741,1.1064105033874512,0.5147558450698853,1.3024067878723145
7,0.5974794030189514,1.0791821479797363,0.5114649534225464,1.308958649635315
8,0.6056690216064453,1.0568097829818726,0.5107218623161316,1.322765588760376
9,0.615587592124939,1.0300745964050293,0.5059447884559631,1.3378515243530273
